date,description,amount,type,true_category
2023-12-23,Utilities expense,-87.259872952351,DEBIT,Utilities
2023-12-24,Utilities expense,-88.49696090573053,DEBIT,Utilities
2023-12-25,Dining expense,-43.19586309314469,DEBIT,Dining
2023-12-26,Utilities expense,-192.2324164901169,DEBIT,Utilities
2023-12-27,Purchase at Trader Joe,-256.13418793177533,DEBIT,Groceries
2023-12-28,Dining expense,-19.748351675512197,DEBIT,Dining
2023-12-29,Investment in Stocks,-823.1998021115689,DEBIT,Investment
2023-12-30,Entertainment expense,-383.1740226657128,DEBIT,Entertainment
2023-12-31,Dining expense,-285.10732457100096,DEBIT,Dining
2023-01-01,Return from Mutual Funds,765.5863311806111,CREDIT,Investment
2023-01-02,Utilities expense,-29.502272919500275,DEBIT,Utilities
2023-01-03,Entertainment expense,-143.5983124468437,DEBIT,Entertainment
2023-01-04,Shopping expense,-319.38087105072,DEBIT,Shopping
2023-01-05,Dining expense,-84.96422711229529,DEBIT,Dining
2023-01-06,Monthly Rent Payment,-214.09415197105415,DEBIT,Rent
2023-01-07,Purchase at Kroger,-421.89777354385416,DEBIT,Groceries
2023-01-08,Purchase at Trader Joe,-202.85632172288857,DEBIT,Groceries
2023-01-09,Utilities expense,-259.7405256801836,DEBIT,Utilities
2023-01-10,Utilities expense,-375.76082891949886,DEBIT,Utilities
2023-01-11,Shopping expense,-98.18845393531203,DEBIT,Shopping
2023-01-12,Entertainment expense,-361.64917746799057,DEBIT,Entertainment
2023-01-13,Shopping expense,-387.1941319978103,DEBIT,Shopping
2023-01-14,Transportation expense,-88.14430739934907,DEBIT,Transportation
2023-01-15,Transportation expense,-246.0952594669102,DEBIT,Transportation
2023-01-16,Entertainment expense,-232.63481012553947,DEBIT,Entertainment
2023-01-17,Other expense,-306.1812509160118,DEBIT,Other
2023-01-18,Transportation expense,-302.04402115739236,DEBIT,Transportation
2023-01-19,Shopping expense,-308.20916808796045,DEBIT,Shopping
2023-01-20,Other expense,-276.428154448936,DEBIT,Other
2023-01-21,Return from Stocks,557.6229728525112,CREDIT,Investment
2023-01-22,Utilities expense,-119.90017918559477,DEBIT,Utilities
2023-01-23,Transportation expense,-460.0428307649714,DEBIT,Transportation
2023-01-24,Shopping expense,-176.16987952333045,DEBIT,Shopping
2023-01-25,Entertainment expense,-276.0893687766707,DEBIT,Entertainment
2023-01-26,Salary from Company C,6916.950278059897,CREDIT,Salary
2023-01-27,Salary from Company B,4507.97430526561,CREDIT,Salary
2023-01-28,Utilities expense,-144.23790302376202,DEBIT,Utilities
2023-01-29,Transportation expense,-164.6159693665768,DEBIT,Transportation
2023-01-30,Return from Stocks,304.46241971426946,CREDIT,Investment
2023-01-31,Shopping expense,-240.3727174289295,DEBIT,Shopping
2023-02-01,Shopping expense,-12.927382466910942,DEBIT,Shopping
2023-02-02,Transportation expense,-90.7214377014624,DEBIT,Transportation
2023-02-03,Dining expense,-497.6170016799433,DEBIT,Dining
2023-02-04,Other expense,-388.8711167114941,DEBIT,Other
2023-02-05,Other expense,-180.8436461780451,DEBIT,Other
2023-02-06,Shopping expense,-40.45343937790635,DEBIT,Shopping
2023-02-07,Investment in Mutual Funds,-525.2319666621004,DEBIT,Investment
2023-02-08,Dining expense,-65.51697049904993,DEBIT,Dining
2023-02-09,Utilities expense,-454.15507579005316,DEBIT,Utilities
2023-02-10,Monthly Rent Payment,-496.40355258063846,DEBIT,Rent
2023-02-11,Monthly Rent Payment,-68.33192084368468,DEBIT,Rent
2023-02-12,Transportation expense,-149.45065788292914,DEBIT,Transportation
2023-02-13,Return from Mutual Funds,904.7842875953268,CREDIT,Investment
2023-02-14,Salary from Company A,5317.247909600639,CREDIT,Salary
2023-02-15,Return from Stocks,673.795554481883,CREDIT,Investment
2023-02-16,Purchase at Trader Joe,-489.62491524525,DEBIT,Groceries
2023-02-17,Shopping expense,-356.01765154553135,DEBIT,Shopping
2023-02-18,Monthly Rent Payment,-269.55544869318516,DEBIT,Rent
2023-02-19,Dining expense,-392.79528661842704,DEBIT,Dining
2023-02-20,Salary from Company B,4878.375319990986,CREDIT,Salary
2023-02-21,Investment in Bonds,-149.25670666041862,DEBIT,Investment
2023-02-22,Purchase at Whole Foods,-399.00411334605315,DEBIT,Groceries
2023-02-23,Purchase at Kroger,-47.61033109944177,DEBIT,Groceries
2023-02-24,Shopping expense,-422.2666590221124,DEBIT,Shopping
2023-02-25,Salary from Company A,2430.9945708652026,CREDIT,Salary
2023-02-26,Transportation expense,-492.8535046564958,DEBIT,Transportation
2023-02-27,Dining expense,-305.5560240714578,DEBIT,Dining
2023-02-28,Utilities expense,-340.90127116669817,DEBIT,Utilities
2023-03-01,Purchase at Kroger,-301.5472700660501,DEBIT,Groceries
2023-03-02,Purchase at Kroger,-233.7467687015576,DEBIT,Groceries
2023-03-03,Investment in Bonds,-400.4422667187669,DEBIT,Investment
2023-03-04,Dining expense,-232.31198634574665,DEBIT,Dining
2023-03-05,Salary from Company A,7035.826834549066,CREDIT,Salary
2023-03-06,Salary from Company C,6322.906656325373,CREDIT,Salary
2023-03-07,Dining expense,-289.7201569175056,DEBIT,Dining
2023-03-08,Purchase at Walmart,-158.58827264348164,DEBIT,Groceries
2023-03-09,Utilities expense,-399.87059670754746,DEBIT,Utilities
2023-03-10,Dining expense,-234.80357786130585,DEBIT,Dining
2023-03-11,Entertainment expense,-214.0261049442786,DEBIT,Entertainment
2023-03-12,Entertainment expense,-380.67660794830505,DEBIT,Entertainment
2023-03-13,Entertainment expense,-41.6632413884784,DEBIT,Entertainment
2023-03-14,Other expense,-104.2519564982417,DEBIT,Other
2023-03-15,Purchase at Kroger,-270.71534390371824,DEBIT,Groceries
2023-03-16,Dining expense,-77.72263848137368,DEBIT,Dining
2023-03-17,Monthly Rent Payment,-259.69892837433645,DEBIT,Rent
2023-03-18,Return from Stocks,982.7988636016846,CREDIT,Investment
2023-03-19,Transportation expense,-267.86069856716836,DEBIT,Transportation
2023-03-20,Monthly Rent Payment,-448.92871140324985,DEBIT,Rent
2023-03-21,Transportation expense,-349.72911032998627,DEBIT,Transportation
2023-03-22,Shopping expense,-359.47674268100434,DEBIT,Shopping
2023-03-23,Return from Stocks,915.4101057740431,CREDIT,Investment
2023-03-24,Transportation expense,-174.5904472682171,DEBIT,Transportation
2023-03-25,Purchase at Kroger,-325.7790091749112,DEBIT,Groceries
2023-03-26,Shopping expense,-314.0290699890499,DEBIT,Shopping
2023-03-27,Other expense,-167.73595653994485,DEBIT,Other
2023-03-28,Investment in Stocks,-260.21186031834407,DEBIT,Investment
2023-03-29,Utilities expense,-212.8366576808772,DEBIT,Utilities
2023-03-30,Salary from Company A,7905.951308594094,CREDIT,Salary
2023-03-31,Monthly Rent Payment,-205.79405779391254,DEBIT,Rent
2023-04-01,Other expense,-409.04508552359067,DEBIT,Other
2023-04-02,Entertainment expense,-389.9620892518534,DEBIT,Entertainment
2023-04-03,Transportation expense,-237.3603332621854,DEBIT,Transportation
2023-04-04,Shopping expense,-193.4098883767905,DEBIT,Shopping
2023-04-05,Transportation expense,-376.102132455466,DEBIT,Transportation
2023-04-06,Dining expense,-490.4415700689848,DEBIT,Dining
2023-04-07,Transportation expense,-317.8771087191831,DEBIT,Transportation
2023-04-08,Purchase at Walmart,-91.17415659313772,DEBIT,Groceries
2023-04-09,Salary from Company B,7039.563383483408,CREDIT,Salary
2023-04-10,Transportation expense,-302.3430520575834,DEBIT,Transportation
2023-04-11,Salary from Company C,2547.8427094139756,CREDIT,Salary
2023-04-12,Dining expense,-176.73744319082314,DEBIT,Dining
2023-04-13,Purchase at Whole Foods,-143.95675906306377,DEBIT,Groceries
2023-04-14,Dining expense,-249.92159227257525,DEBIT,Dining
2023-04-15,Monthly Rent Payment,-476.4304532267801,DEBIT,Rent
2023-04-16,Transportation expense,-239.47806396007527,DEBIT,Transportation
2023-04-17,Purchase at Trader Joe,-73.93637135845715,DEBIT,Groceries
2023-04-18,Monthly Rent Payment,-262.1208772897303,DEBIT,Rent
2023-04-19,Transportation expense,-341.953326821583,DEBIT,Transportation
2023-04-20,Dining expense,-360.0996168800868,DEBIT,Dining
2023-04-21,Other expense,-316.65639736187865,DEBIT,Other
2023-04-22,Salary from Company A,3458.0109212818,CREDIT,Salary
2023-04-23,Shopping expense,-223.4642563832104,DEBIT,Shopping
2023-04-24,Shopping expense,-171.53563367285375,DEBIT,Shopping
2023-04-25,Entertainment expense,-170.22864164091774,DEBIT,Entertainment
2023-04-26,Entertainment expense,-99.32388017873407,DEBIT,Entertainment
2023-04-27,Shopping expense,-278.9458602380437,DEBIT,Shopping
2023-04-28,Utilities expense,-288.29968379683083,DEBIT,Utilities
2023-04-29,Monthly Rent Payment,-205.50088695028305,DEBIT,Rent
2023-04-30,Shopping expense,-99.55336915218763,DEBIT,Shopping
2023-05-01,Monthly Rent Payment,-349.06328290880094,DEBIT,Rent
2023-05-02,Transportation expense,-399.4201104823317,DEBIT,Transportation
2023-05-03,Transportation expense,-181.4160776090977,DEBIT,Transportation
2023-05-04,Return from Stocks,378.41148894442296,CREDIT,Investment
2023-05-05,Purchase at Kroger,-164.06120893228436,DEBIT,Groceries
2023-05-06,Purchase at Whole Foods,-196.9370825920154,DEBIT,Groceries
2023-05-07,Monthly Rent Payment,-87.18961156546646,DEBIT,Rent
2023-05-08,Utilities expense,-73.51904160938057,DEBIT,Utilities
2023-05-09,Monthly Rent Payment,-416.7697504743401,DEBIT,Rent
2023-05-10,Salary from Company C,6213.232989133568,CREDIT,Salary
2023-05-11,Dining expense,-243.11850539827182,DEBIT,Dining
2023-05-12,Transportation expense,-33.87696234068747,DEBIT,Transportation
2023-05-13,Utilities expense,-107.86108084195746,DEBIT,Utilities
2023-05-14,Return from Bonds,156.2946952258062,CREDIT,Investment
2023-05-15,Shopping expense,-395.9908335548595,DEBIT,Shopping
2023-05-16,Monthly Rent Payment,-264.66355849051547,DEBIT,Rent
2023-05-17,Return from Bonds,940.235240376635,CREDIT,Investment
2023-05-18,Entertainment expense,-375.25523887477345,DEBIT,Entertainment
2023-05-19,Salary from Company C,6945.284960466636,CREDIT,Salary
2023-05-20,Monthly Rent Payment,-339.3586675034742,DEBIT,Rent
2023-05-21,Dining expense,-385.81598366641146,DEBIT,Dining
2023-05-22,Monthly Rent Payment,-62.949745747808784,DEBIT,Rent
2023-05-23,Investment in Mutual Funds,-268.8526303896176,DEBIT,Investment
2023-05-24,Salary from Company B,2459.267584604744,CREDIT,Salary
2023-05-25,Shopping expense,-290.9981947360449,DEBIT,Shopping
2023-05-26,Utilities expense,-300.7478082540538,DEBIT,Utilities
2023-05-27,Utilities expense,-437.7549098281915,DEBIT,Utilities
2023-05-28,Investment in Mutual Funds,-885.0847953188776,DEBIT,Investment
2023-05-29,Utilities expense,-464.1289993505412,DEBIT,Utilities
2023-05-30,Salary from Company B,4915.081016455231,CREDIT,Salary
2023-05-31,Dining expense,-310.41313860393495,DEBIT,Dining
2023-06-01,Monthly Rent Payment,-378.8125654977677,DEBIT,Rent
2023-06-02,Transportation expense,-173.10821567600343,DEBIT,Transportation
2023-06-03,Utilities expense,-81.60832784824484,DEBIT,Utilities
2023-06-04,Monthly Rent Payment,-60.01909355246842,DEBIT,Rent
2023-06-05,Dining expense,-342.8103849739992,DEBIT,Dining
2023-06-06,Dining expense,-322.1378620815914,DEBIT,Dining
2023-06-07,Purchase at Walmart,-240.03805485348735,DEBIT,Groceries
2023-06-08,Return from Stocks,619.1790950086132,CREDIT,Investment
2023-06-09,Entertainment expense,-487.7961042081879,DEBIT,Entertainment
2023-06-10,Transportation expense,-41.62240108631338,DEBIT,Transportation
2023-06-11,Utilities expense,-303.7194362493241,DEBIT,Utilities
2023-06-12,Other expense,-42.012801252791306,DEBIT,Other
2023-06-13,Transportation expense,-430.4272159475342,DEBIT,Transportation
2023-06-14,Utilities expense,-421.6290428373877,DEBIT,Utilities
2023-06-15,Entertainment expense,-350.057641182058,DEBIT,Entertainment
2023-06-16,Transportation expense,-194.6254980262004,DEBIT,Transportation
2023-06-17,Dining expense,-249.59617322059648,DEBIT,Dining
2023-06-18,Shopping expense,-485.64016983205516,DEBIT,Shopping
2023-06-19,Other expense,-483.497566576276,DEBIT,Other
2023-06-20,Purchase at Whole Foods,-104.29487158511668,DEBIT,Groceries
2023-06-21,Dining expense,-131.34561411629176,DEBIT,Dining
2023-06-22,Entertainment expense,-113.36166361118083,DEBIT,Entertainment
2023-06-23,Monthly Rent Payment,-452.4077300322729,DEBIT,Rent
2023-06-24,Entertainment expense,-177.55221729042754,DEBIT,Entertainment
2023-06-25,Entertainment expense,-448.90603976979264,DEBIT,Entertainment
2023-06-26,Shopping expense,-62.13704355347833,DEBIT,Shopping
2023-06-27,Transportation expense,-202.79109057207364,DEBIT,Transportation
2023-06-28,Utilities expense,-335.6415727577011,DEBIT,Utilities
2023-06-29,Other expense,-120.94723145946588,DEBIT,Other
2023-06-30,Purchase at Whole Foods,-460.4771982532252,DEBIT,Groceries
2023-07-01,Investment in Mutual Funds,-786.0534200903999,DEBIT,Investment
2023-07-02,Dining expense,-386.16531068802965,DEBIT,Dining
2023-07-03,Purchase at Kroger,-168.3864506525462,DEBIT,Groceries
2023-07-04,Return from Stocks,602.5304140776082,CREDIT,Investment
2023-07-05,Entertainment expense,-16.870345275770234,DEBIT,Entertainment
2023-07-06,Salary from Company B,3325.0441151654913,CREDIT,Salary
2023-07-07,Shopping expense,-350.982496885471,DEBIT,Shopping
2023-07-08,Other expense,-138.53423266151907,DEBIT,Other
2023-07-09,Salary from Company C,2630.996418376065,CREDIT,Salary
2023-07-10,Monthly Rent Payment,-480.9343986162711,DEBIT,Rent
2023-07-11,Transportation expense,-458.3562932577284,DEBIT,Transportation
2023-07-12,Dining expense,-123.10198391562851,DEBIT,Dining
2023-07-13,Utilities expense,-351.53840274768226,DEBIT,Utilities
2023-07-14,Utilities expense,-352.34697852802856,DEBIT,Utilities
2023-07-15,Monthly Rent Payment,-117.36009839971247,DEBIT,Rent
2023-07-16,Salary from Company B,3934.5165364371387,CREDIT,Salary
2023-07-17,Shopping expense,-316.0182219194013,DEBIT,Shopping
2023-07-18,Shopping expense,-179.67660854050848,DEBIT,Shopping
2023-07-19,Purchase at Whole Foods,-219.80495954566675,DEBIT,Groceries
2023-07-20,Entertainment expense,-268.0271930238248,DEBIT,Entertainment
2023-07-21,Return from Mutual Funds,190.05578627656172,CREDIT,Investment
2023-07-22,Purchase at Kroger,-473.26525534593776,DEBIT,Groceries
2023-07-23,Shopping expense,-461.0332123930013,DEBIT,Shopping
2023-07-24,Shopping expense,-85.05251938467973,DEBIT,Shopping
2023-07-25,Other expense,-403.9213531556283,DEBIT,Other
2023-07-26,Entertainment expense,-413.15950931482337,DEBIT,Entertainment
2023-07-27,Salary from Company A,4391.973891908817,CREDIT,Salary
2023-07-28,Return from Stocks,496.8965524733361,CREDIT,Investment
2023-07-29,Investment in Mutual Funds,-515.8626886030613,DEBIT,Investment
2023-07-30,Entertainment expense,-328.6625285667764,DEBIT,Entertainment
2023-07-31,Utilities expense,-108.51117809691563,DEBIT,Utilities
2023-08-01,Shopping expense,-476.3293574026688,DEBIT,Shopping
2023-08-02,Dining expense,-186.14902127931697,DEBIT,Dining
2023-08-03,Shopping expense,-415.0401426455631,DEBIT,Shopping
2023-08-04,Investment in Bonds,-796.6597705200843,DEBIT,Investment
2023-08-05,Investment in Mutual Funds,-740.3833216203519,DEBIT,Investment
2023-08-06,Purchase at Whole Foods,-255.0807670874704,DEBIT,Groceries
2023-08-07,Transportation expense,-480.38221594148933,DEBIT,Transportation
2023-08-08,Transportation expense,-476.86545826903046,DEBIT,Transportation
2023-08-09,Monthly Rent Payment,-46.700723632767904,DEBIT,Rent
2023-08-10,Monthly Rent Payment,-100.78260319944,DEBIT,Rent
2023-08-11,Salary from Company B,3846.400703696128,CREDIT,Salary
2023-08-12,Shopping expense,-121.00776249270015,DEBIT,Shopping
2023-08-13,Shopping expense,-247.1325453961433,DEBIT,Shopping
2023-08-14,Other expense,-322.71731723710974,DEBIT,Other
2023-08-15,Return from Bonds,767.3595053865341,CREDIT,Investment
2023-08-16,Shopping expense,-223.66202022146314,DEBIT,Shopping
2023-08-17,Entertainment expense,-244.00710177979684,DEBIT,Entertainment
2023-08-18,Shopping expense,-367.94697611679385,DEBIT,Shopping
2023-08-19,Salary from Company C,5943.273085828656,CREDIT,Salary
2023-08-20,Other expense,-342.0039176667195,DEBIT,Other
2023-08-21,Salary from Company B,4205.875341011175,CREDIT,Salary
2023-08-22,Transportation expense,-228.59034291453978,DEBIT,Transportation
2023-08-23,Shopping expense,-330.1839029004819,DEBIT,Shopping
2023-08-24,Monthly Rent Payment,-87.80262827956892,DEBIT,Rent
2023-08-25,Transportation expense,-208.05466257956257,DEBIT,Transportation
2023-08-26,Investment in Stocks,-926.8720986439965,DEBIT,Investment
2023-08-27,Transportation expense,-107.33645924618519,DEBIT,Transportation
2023-08-28,Salary from Company A,5727.956784139693,CREDIT,Salary
2023-08-29,Shopping expense,-69.30313179914529,DEBIT,Shopping
2023-08-30,Purchase at Whole Foods,-74.45883662465707,DEBIT,Groceries
2023-08-31,Shopping expense,-136.24624620351705,DEBIT,Shopping
2023-09-01,Transportation expense,-426.56848733519547,DEBIT,Transportation
2023-09-02,Other expense,-309.51391934300455,DEBIT,Other
2023-09-03,Salary from Company A,4975.9798349394805,CREDIT,Salary
2023-09-04,Shopping expense,-294.81726088344215,DEBIT,Shopping
2023-09-05,Utilities expense,-226.74797711104242,DEBIT,Utilities
2023-09-06,Return from Stocks,439.96224419001055,CREDIT,Investment
2023-09-07,Purchase at Whole Foods,-401.3593486167303,DEBIT,Groceries
2023-09-08,Dining expense,-169.9193883606883,DEBIT,Dining
2023-09-09,Return from Stocks,611.545657454137,CREDIT,Investment
2023-09-10,Purchase at Walmart,-81.83442505928913,DEBIT,Groceries
2023-09-11,Transportation expense,-461.0781065988509,DEBIT,Transportation
2023-09-12,Monthly Rent Payment,-191.51316491091924,DEBIT,Rent
2023-09-13,Investment in Stocks,-993.0737061695737,DEBIT,Investment
2023-09-14,Monthly Rent Payment,-120.75874221698858,DEBIT,Rent
2023-09-15,Transportation expense,-84.96479427842303,DEBIT,Transportation
2023-09-16,Investment in Bonds,-115.58698438415948,DEBIT,Investment
2023-09-17,Entertainment expense,-191.77186493526244,DEBIT,Entertainment
2023-09-18,Monthly Rent Payment,-141.99103443739045,DEBIT,Rent
2023-09-19,Shopping expense,-148.62850744473835,DEBIT,Shopping
2023-09-20,Monthly Rent Payment,-341.7873864668467,DEBIT,Rent
2023-09-21,Entertainment expense,-109.71752218162621,DEBIT,Entertainment
2023-09-22,Shopping expense,-177.78339888854157,DEBIT,Shopping
2023-09-23,Purchase at Kroger,-434.89466693084705,DEBIT,Groceries
2023-09-24,Other expense,-417.13700866153084,DEBIT,Other
2023-09-25,Other expense,-448.68215758019016,DEBIT,Other
2023-09-26,Transportation expense,-47.90087037337383,DEBIT,Transportation
2023-09-27,Monthly Rent Payment,-397.696853375286,DEBIT,Rent
2023-09-28,Entertainment expense,-266.2020283768145,DEBIT,Entertainment
2023-09-29,Shopping expense,-268.23574458924384,DEBIT,Shopping
2023-09-30,Utilities expense,-207.2085455368941,DEBIT,Utilities
2023-10-01,Utilities expense,-76.59962886391925,DEBIT,Utilities
2023-10-02,Entertainment expense,-80.5195185927504,DEBIT,Entertainment
2023-10-03,Entertainment expense,-182.94333390936222,DEBIT,Entertainment
2023-10-04,Investment in Mutual Funds,-603.7866005210187,DEBIT,Investment
2023-10-05,Monthly Rent Payment,-145.23006378004862,DEBIT,Rent
2023-10-06,Entertainment expense,-297.59143736970674,DEBIT,Entertainment
2023-10-07,Entertainment expense,-252.16417040340318,DEBIT,Entertainment
2023-10-08,Other expense,-415.4665594316547,DEBIT,Other
2023-10-09,Entertainment expense,-74.43771293631535,DEBIT,Entertainment
2023-10-10,Transportation expense,-206.41493991531647,DEBIT,Transportation
2023-10-11,Monthly Rent Payment,-495.1337833913002,DEBIT,Rent
2023-10-12,Purchase at Walmart,-231.0869171970994,DEBIT,Groceries
2023-10-13,Dining expense,-258.89217892027466,DEBIT,Dining
2023-10-14,Transportation expense,-458.81600820923967,DEBIT,Transportation
2023-10-15,Entertainment expense,-431.3989561083366,DEBIT,Entertainment
2023-10-16,Shopping expense,-337.3971279841331,DEBIT,Shopping
2023-10-17,Dining expense,-468.403948523488,DEBIT,Dining
2023-10-18,Monthly Rent Payment,-364.36483062256366,DEBIT,Rent
2023-10-19,Monthly Rent Payment,-206.22684617189367,DEBIT,Rent
2023-10-20,Purchase at Walmart,-283.47891641785617,DEBIT,Groceries
2023-10-21,Salary from Company C,6405.061055666694,CREDIT,Salary
2023-10-22,Monthly Rent Payment,-402.19363054723436,DEBIT,Rent
2023-10-23,Shopping expense,-226.31377021299645,DEBIT,Shopping
2023-10-24,Utilities expense,-371.66549369532345,DEBIT,Utilities
2023-10-25,Entertainment expense,-164.22391175379508,DEBIT,Entertainment
2023-10-26,Dining expense,-481.12370050545223,DEBIT,Dining
2023-10-27,Monthly Rent Payment,-454.96767692536343,DEBIT,Rent
2023-10-28,Other expense,-287.38705060654576,DEBIT,Other
2023-10-29,Shopping expense,-491.78976482198135,DEBIT,Shopping
2023-10-30,Other expense,-440.2020659648117,DEBIT,Other
2023-10-31,Entertainment expense,-411.3996688053915,DEBIT,Entertainment
2023-11-01,Utilities expense,-23.978187839898347,DEBIT,Utilities
2023-11-02,Other expense,-272.511587921799,DEBIT,Other
2023-11-03,Investment in Mutual Funds,-644.7596428690945,DEBIT,Investment
2023-11-04,Other expense,-374.4245267117025,DEBIT,Other
2023-11-05,Other expense,-215.46366837738015,DEBIT,Other
2023-11-06,Entertainment expense,-441.6564185643477,DEBIT,Entertainment
2023-11-07,Purchase at Walmart,-93.95603384918859,DEBIT,Groceries
2023-11-08,Salary from Company B,6657.975694326531,CREDIT,Salary
2023-11-09,Monthly Rent Payment,-357.4724838013258,DEBIT,Rent
2023-11-10,Monthly Rent Payment,-29.325987528778327,DEBIT,Rent
2023-11-11,Shopping expense,-311.9714939180523,DEBIT,Shopping
2023-11-12,Salary from Company B,6207.178180750507,CREDIT,Salary
2023-11-13,Dining expense,-415.56131228039914,DEBIT,Dining
2023-11-14,Return from Stocks,821.0522844434411,CREDIT,Investment
2023-11-15,Entertainment expense,-385.49757964749557,DEBIT,Entertainment
2023-11-16,Shopping expense,-188.13850920400353,DEBIT,Shopping
2023-11-17,Other expense,-121.33164142623993,DEBIT,Other
2023-11-18,Monthly Rent Payment,-321.0141265788493,DEBIT,Rent
2023-11-19,Purchase at Whole Foods,-221.76004084986818,DEBIT,Groceries
2023-11-20,Purchase at Kroger,-176.22480043007704,DEBIT,Groceries
2023-11-21,Investment in Stocks,-971.7240327061753,DEBIT,Investment
2023-11-22,Dining expense,-295.4992307742168,DEBIT,Dining
2023-11-23,Transportation expense,-492.88568848046214,DEBIT,Transportation
2023-11-24,Dining expense,-390.13082666350783,DEBIT,Dining
2023-11-25,Salary from Company C,2577.5733540397487,CREDIT,Salary
2023-11-26,Salary from Company B,2089.2519959904403,CREDIT,Salary
2023-11-27,Transportation expense,-179.74966300905567,DEBIT,Transportation
2023-11-28,Entertainment expense,-202.9887962503868,DEBIT,Entertainment
2023-11-29,Salary from Company A,2145.792002371776,CREDIT,Salary
2023-11-30,Other expense,-289.415632778876,DEBIT,Other
2023-12-01,Entertainment expense,-177.15544952735078,DEBIT,Entertainment
2023-12-02,Purchase at Kroger,-238.79644423113115,DEBIT,Groceries
2023-12-03,Utilities expense,-479.34429766920084,DEBIT,Utilities
2023-12-04,Entertainment expense,-141.7768299765134,DEBIT,Entertainment
2023-12-05,Other expense,-147.251582906453,DEBIT,Other
2023-12-06,Dining expense,-405.27399305714937,DEBIT,Dining
2023-12-07,Monthly Rent Payment,-324.008535405137,DEBIT,Rent
2023-12-08,Dining expense,-373.72161994473294,DEBIT,Dining
2023-12-09,Transportation expense,-304.6669089938066,DEBIT,Transportation
2023-12-10,Salary from Company B,3764.01768366507,CREDIT,Salary
2023-12-11,Transportation expense,-397.4297210264032,DEBIT,Transportation
2023-12-12,Shopping expense,-188.55416940278732,DEBIT,Shopping
2023-12-13,Dining expense,-239.079878234653,DEBIT,Dining
2023-12-14,Investment in Stocks,-171.23388312561318,DEBIT,Investment
2023-12-15,Other expense,-422.19169494321335,DEBIT,Other
2023-12-16,Investment in Stocks,-691.6143924632329,DEBIT,Investment
2023-12-17,Monthly Rent Payment,-219.75831817516993,DEBIT,Rent
2023-12-18,Dining expense,-495.34298120139385,DEBIT,Dining
2023-12-19,Purchase at Walmart,-187.26446468855642,DEBIT,Groceries
2023-12-20,Transportation expense,-175.03288600318965,DEBIT,Transportation
2023-12-21,Dining expense,-86.27435811769952,DEBIT,Dining
2023-12-22,Monthly Rent Payment,-412.1600200808379,DEBIT,Rent
2023-12-23,Investment in Stocks,-777.797743869784,DEBIT,Investment
2023-12-24,Utilities expense,-490.42581721900723,DEBIT,Utilities
2023-12-25,Transportation expense,-139.0903501832269,DEBIT,Transportation
2023-12-26,Purchase at Walmart,-53.258921795879424,DEBIT,Groceries
2023-12-27,Purchase at Kroger,-245.69096727037018,DEBIT,Groceries
2023-12-28,Entertainment expense,-476.48995509025883,DEBIT,Entertainment
2023-12-29,Entertainment expense,-444.7758172050046,DEBIT,Entertainment
2023-12-30,Utilities expense,-472.753755862994,DEBIT,Utilities
2023-12-31,Transportation expense,-463.12973238896217,DEBIT,Transportation
2023-01-01,Shopping expense,-151.1574767348818,DEBIT,Shopping
2023-01-02,Salary from Company A,7452.1875333484,CREDIT,Salary
2023-01-03,Investment in Bonds,-691.3040118254024,DEBIT,Investment
2023-01-04,Dining expense,-16.1400356095819,DEBIT,Dining
2023-01-05,Salary from Company C,2178.7143061497445,CREDIT,Salary
2023-01-06,Investment in Stocks,-752.7099542897591,DEBIT,Investment
2023-01-07,Purchase at Whole Foods,-279.4620213942998,DEBIT,Groceries
2023-01-08,Purchase at Walmart,-144.80372623328196,DEBIT,Groceries
2023-01-09,Shopping expense,-337.8186066292817,DEBIT,Shopping
2023-01-10,Purchase at Trader Joe,-204.60595930111668,DEBIT,Groceries
2023-01-11,Utilities expense,-254.33183264145836,DEBIT,Utilities
2023-01-12,Utilities expense,-121.47733641448912,DEBIT,Utilities
2023-01-13,Investment in Stocks,-859.9866981803914,DEBIT,Investment
2023-01-14,Transportation expense,-179.7689672812557,DEBIT,Transportation
2023-01-15,Investment in Mutual Funds,-110.43660175535227,DEBIT,Investment
2023-01-16,Dining expense,-384.24656371919235,DEBIT,Dining
2023-01-17,Entertainment expense,-473.6990244108508,DEBIT,Entertainment
2023-01-18,Transportation expense,-164.00057684043722,DEBIT,Transportation
2023-01-19,Shopping expense,-489.13228000658927,DEBIT,Shopping
2023-01-20,Shopping expense,-318.87428862157105,DEBIT,Shopping
2023-01-21,Shopping expense,-24.568378443360224,DEBIT,Shopping
2023-01-22,Shopping expense,-186.28675219824456,DEBIT,Shopping
2023-01-23,Entertainment expense,-357.09460681448644,DEBIT,Entertainment
2023-01-24,Utilities expense,-344.951938161167,DEBIT,Utilities
2023-01-25,Monthly Rent Payment,-51.382803260481595,DEBIT,Rent
2023-01-26,Transportation expense,-254.29138709941694,DEBIT,Transportation
2023-01-27,Entertainment expense,-323.24785438917235,DEBIT,Entertainment
2023-01-28,Monthly Rent Payment,-364.4376995783248,DEBIT,Rent
2023-01-29,Shopping expense,-223.74966514979369,DEBIT,Shopping
2023-01-30,Salary from Company A,3905.483233326843,CREDIT,Salary
2023-01-31,Investment in Mutual Funds,-170.12222465035836,DEBIT,Investment
2023-02-01,Entertainment expense,-457.0923959266137,DEBIT,Entertainment
