date,description,amount,type,true_category,month,day_of_week,is_weekend,amount_category
2023-03-27,salary from company a,5237.032977868048,CREDIT,Salary,3,0,0,very_large
2023-03-28,entertainment expense,-425.7472087814309,DEBIT,Entertainment,3,1,0,large
2023-03-29,investment in mutual funds,-318.3994225177178,DEBIT,Investment,3,2,0,large
2023-03-30,shopping expense,-357.4970762453976,DEBIT,Shopping,3,3,0,large
2023-03-31,dining expense,-416.64586503587986,DEBIT,Dining,3,4,0,large
2023-04-01,purchase at whole foods,-477.91335067948205,DEBIT,Groceries,4,5,1,large
2023-04-02,utilities expense,-320.21820884263343,DEBIT,Utilities,4,6,1,large
2023-04-03,salary from company a,3242.9969614906295,CREDIT,Salary,4,0,0,very_large
2023-04-04,other expense,-330.19411042471324,DEBIT,Other,4,1,0,large
2023-04-05,shopping expense,-440.3780508069128,DEBIT,Shopping,4,2,0,large
2023-04-06,transportation expense,-214.70817958033822,DEBIT,Transportation,4,3,0,large
2023-04-07,purchase at walmart,-21.02908830099093,DEBIT,Groceries,4,4,0,small
2023-04-08,salary from company a,2649.926881339564,CREDIT,Salary,4,5,1,very_large
2023-04-09,dining expense,-233.04501264124283,DEBIT,Dining,4,6,1,large
2023-04-10,purchase at whole foods,-477.39958818978585,DEBIT,Groceries,4,0,0,large
2023-04-11,utilities expense,-107.41451342435528,DEBIT,Utilities,4,1,0,medium
2023-04-12,purchase at whole foods,-487.1467436719139,DEBIT,Groceries,4,2,0,large
2023-04-13,dining expense,-88.08324599688926,DEBIT,Dining,4,3,0,medium
2023-04-14,monthly rent payment,-477.44957789998,DEBIT,Rent,4,4,0,large
2023-04-15,utilities expense,-281.40813781819566,DEBIT,Utilities,4,5,1,large
2023-04-16,entertainment expense,-267.61932532974174,DEBIT,Entertainment,4,6,1,large
2023-04-17,monthly rent payment,-248.06121024703634,DEBIT,Rent,4,0,0,large
2023-04-18,investment in mutual funds,-479.28291748469894,DEBIT,Investment,4,1,0,large
2023-04-19,investment in bonds,-902.4776103184556,DEBIT,Investment,4,2,0,large
2023-04-20,utilities expense,-167.07612955733168,DEBIT,Utilities,4,3,0,medium
2023-04-21,other expense,-423.55556954914323,DEBIT,Other,4,4,0,large
2023-04-22,entertainment expense,-269.72793295803933,DEBIT,Entertainment,4,5,1,large
2023-04-23,other expense,-323.37016417159117,DEBIT,Other,4,6,1,large
2023-04-24,investment in mutual funds,-980.2952696442463,DEBIT,Investment,4,0,0,large
2023-04-25,monthly rent payment,-69.30286179352245,DEBIT,Rent,4,1,0,medium
2023-04-26,monthly rent payment,-281.6617850945585,DEBIT,Rent,4,2,0,large
2023-04-27,dining expense,-399.4554398113118,DEBIT,Dining,4,3,0,large
2023-04-28,utilities expense,-377.64460444783157,DEBIT,Utilities,4,4,0,large
2023-04-29,dining expense,-46.75911993688718,DEBIT,Dining,4,5,1,small
2023-04-30,entertainment expense,-180.81946551138557,DEBIT,Entertainment,4,6,1,medium
2023-05-01,transportation expense,-394.5404071766867,DEBIT,Transportation,5,0,0,large
2023-05-02,investment in stocks,-527.8029663303153,DEBIT,Investment,5,1,0,large
2023-05-03,utilities expense,-49.804509874595716,DEBIT,Utilities,5,2,0,small
2023-05-04,investment in bonds,-975.6314386124878,DEBIT,Investment,5,3,0,large
2023-05-05,transportation expense,-97.54882995510272,DEBIT,Transportation,5,4,0,medium
2023-05-06,monthly rent payment,-103.15743813883061,DEBIT,Rent,5,5,1,medium
2023-05-07,transportation expense,-106.1028921058858,DEBIT,Transportation,5,6,1,medium
2023-05-08,dining expense,-78.72583529639839,DEBIT,Dining,5,0,0,medium
2023-05-09,shopping expense,-266.6787010611977,DEBIT,Shopping,5,1,0,large
2023-05-10,other expense,-462.04886564533945,DEBIT,Other,5,2,0,large
2023-05-11,shopping expense,-375.6621545212245,DEBIT,Shopping,5,3,0,large
2023-05-12,shopping expense,-116.1731653988483,DEBIT,Shopping,5,4,0,medium
2023-05-13,salary from company a,5502.4651716745,CREDIT,Salary,5,5,1,very_large
2023-05-14,shopping expense,-246.26605763840286,DEBIT,Shopping,5,6,1,large
2023-05-15,entertainment expense,-155.1032094921306,DEBIT,Entertainment,5,0,0,medium
2023-05-16,monthly rent payment,-343.44386630604055,DEBIT,Rent,5,1,0,large
2023-05-17,salary from company c,7840.1917034631,CREDIT,Salary,5,2,0,very_large
2023-05-18,dining expense,-402.9882607636198,DEBIT,Dining,5,3,0,large
2023-05-19,monthly rent payment,-481.49760335864784,DEBIT,Rent,5,4,0,large
2023-05-20,utilities expense,-337.3974189158752,DEBIT,Utilities,5,5,1,large
2023-05-21,other expense,-100.7569309391844,DEBIT,Other,5,6,1,medium
2023-05-22,entertainment expense,-385.5742272640066,DEBIT,Entertainment,5,0,0,large
2023-05-23,shopping expense,-494.8295249267124,DEBIT,Shopping,5,1,0,large
2023-05-24,transportation expense,-123.18305719521348,DEBIT,Transportation,5,2,0,medium
2023-05-25,monthly rent payment,-123.49924419391687,DEBIT,Rent,5,3,0,medium
2023-05-26,investment in mutual funds,-309.1386339649912,DEBIT,Investment,5,4,0,large
2023-05-27,monthly rent payment,-150.0018014276865,DEBIT,Rent,5,5,1,medium
2023-05-28,investment in bonds,-831.3474123476367,DEBIT,Investment,5,6,1,large
2023-05-29,utilities expense,-383.2403912126445,DEBIT,Utilities,5,0,0,large
2023-05-30,other expense,-339.28056444929234,DEBIT,Other,5,1,0,large
2023-05-31,other expense,-10.313791331279042,DEBIT,Other,5,2,0,small
2023-06-01,shopping expense,-220.49090505027075,DEBIT,Shopping,6,3,0,large
2023-06-02,monthly rent payment,-322.2949700482717,DEBIT,Rent,6,4,0,large
2023-06-03,investment in mutual funds,-929.4204881729394,DEBIT,Investment,6,5,1,large
2023-06-04,salary from company b,5286.642222781261,CREDIT,Salary,6,6,1,very_large
2023-06-05,transportation expense,-228.67515221921354,DEBIT,Transportation,6,0,0,large
2023-06-06,utilities expense,-442.6781760924872,DEBIT,Utilities,6,1,0,large
2023-06-07,utilities expense,-42.966537397612406,DEBIT,Utilities,6,2,0,small
2023-06-08,entertainment expense,-212.68499769468156,DEBIT,Entertainment,6,3,0,large
2023-06-09,other expense,-96.05869793405292,DEBIT,Other,6,4,0,medium
2023-06-10,shopping expense,-80.57588266276362,DEBIT,Shopping,6,5,1,medium
2023-06-11,salary from company b,2078.6908557105908,CREDIT,Salary,6,6,1,very_large
2023-06-12,transportation expense,-45.83079136768785,DEBIT,Transportation,6,0,0,small
2023-06-13,other expense,-398.3109792836553,DEBIT,Other,6,1,0,large
2023-06-14,purchase at whole foods,-489.0568274847349,DEBIT,Groceries,6,2,0,large
2023-06-15,other expense,-97.1884482031943,DEBIT,Other,6,3,0,medium
2023-06-16,investment in mutual funds,-371.9869989896069,DEBIT,Investment,6,4,0,large
2023-06-17,monthly rent payment,-327.6539241813448,DEBIT,Rent,6,5,1,large
2023-06-18,monthly rent payment,-432.77692686314634,DEBIT,Rent,6,6,1,large
2023-06-19,purchase at whole foods,-48.150803366794705,DEBIT,Groceries,6,0,0,small
2023-06-20,monthly rent payment,-407.49337458771004,DEBIT,Rent,6,1,0,large
2023-06-21,return from bonds,539.6387423478855,CREDIT,Investment,6,2,0,large
2023-06-22,entertainment expense,-472.895786093606,DEBIT,Entertainment,6,3,0,large
2023-06-23,shopping expense,-49.49142095231954,DEBIT,Shopping,6,4,0,small
2023-06-24,entertainment expense,-327.52260597376545,DEBIT,Entertainment,6,5,1,large
2023-06-25,entertainment expense,-491.65840425097815,DEBIT,Entertainment,6,6,1,large
2023-06-26,dining expense,-213.6000527991108,DEBIT,Dining,6,0,0,large
2023-06-27,salary from company c,3522.518014962101,CREDIT,Salary,6,1,0,very_large
2023-06-28,dining expense,-115.20513082545139,DEBIT,Dining,6,2,0,medium
2023-06-29,other expense,-396.0187128178665,DEBIT,Other,6,3,0,large
2023-06-30,dining expense,-324.34882092064777,DEBIT,Dining,6,4,0,large
2023-07-01,salary from company c,5074.294542402209,CREDIT,Salary,7,5,1,very_large
2023-07-02,shopping expense,-292.5801684242369,DEBIT,Shopping,7,6,1,large
2023-07-03,investment in mutual funds,-712.6683886767706,DEBIT,Investment,7,0,0,large
2023-07-04,other expense,-62.9002641574608,DEBIT,Other,7,1,0,medium
2023-07-05,dining expense,-316.4395127080647,DEBIT,Dining,7,2,0,large
2023-07-06,transportation expense,-55.832600823686164,DEBIT,Transportation,7,3,0,medium
2023-07-07,transportation expense,-127.84169899713908,DEBIT,Transportation,7,4,0,medium
2023-07-08,transportation expense,-472.70602693670344,DEBIT,Transportation,7,5,1,large
2023-07-09,other expense,-246.25354334871386,DEBIT,Other,7,6,1,large
2023-07-10,salary from company c,4680.522889051004,CREDIT,Salary,7,0,0,very_large
2023-07-11,purchase at walmart,-490.86665033677923,DEBIT,Groceries,7,1,0,large
2023-07-12,entertainment expense,-167.5610742252487,DEBIT,Entertainment,7,2,0,medium
2023-07-13,other expense,-389.2236710274563,DEBIT,Other,7,3,0,large
2023-07-14,utilities expense,-366.12295520630164,DEBIT,Utilities,7,4,0,large
2023-07-15,transportation expense,-420.33638659987867,DEBIT,Transportation,7,5,1,large
2023-07-16,other expense,-211.3068787933062,DEBIT,Other,7,6,1,large
2023-07-17,utilities expense,-126.63486336388458,DEBIT,Utilities,7,0,0,medium
2023-07-18,monthly rent payment,-273.4300572243891,DEBIT,Rent,7,1,0,large
2023-07-19,monthly rent payment,-10.084523858622457,DEBIT,Rent,7,2,0,small
2023-07-20,purchase at kroger,-496.79810996014135,DEBIT,Groceries,7,3,0,large
2023-07-21,other expense,-321.7109059313109,DEBIT,Other,7,4,0,large
2023-07-22,salary from company b,2761.3865067366423,CREDIT,Salary,7,5,1,very_large
2023-07-23,entertainment expense,-378.7429929230197,DEBIT,Entertainment,7,6,1,large
2023-07-24,salary from company b,5205.842285321152,CREDIT,Salary,7,0,0,very_large
2023-07-25,return from mutual funds,701.9221286608313,CREDIT,Investment,7,1,0,large
2023-07-26,salary from company b,4121.180406256465,CREDIT,Salary,7,2,0,very_large
2023-07-27,transportation expense,-267.7663428258884,DEBIT,Transportation,7,3,0,large
2023-07-28,dining expense,-86.0474743775434,DEBIT,Dining,7,4,0,medium
2023-07-29,investment in stocks,-852.2957596657599,DEBIT,Investment,7,5,1,large
2023-07-30,return from mutual funds,359.7231233359281,CREDIT,Investment,7,6,1,large
2023-07-31,salary from company a,7096.477876885261,CREDIT,Salary,7,0,0,very_large
2023-08-01,investment in bonds,-111.61186970242551,DEBIT,Investment,8,1,0,medium
2023-08-02,transportation expense,-387.09856498039767,DEBIT,Transportation,8,2,0,large
2023-08-03,entertainment expense,-372.3265621519521,DEBIT,Entertainment,8,3,0,large
2023-08-04,shopping expense,-435.81410424973257,DEBIT,Shopping,8,4,0,large
2023-08-05,utilities expense,-67.95361648966467,DEBIT,Utilities,8,5,1,medium
2023-08-06,investment in stocks,-927.8680085261566,DEBIT,Investment,8,6,1,large
2023-08-07,utilities expense,-373.22114319377425,DEBIT,Utilities,8,0,0,large
2023-08-08,investment in bonds,-501.5110158690952,DEBIT,Investment,8,1,0,large
2023-08-09,entertainment expense,-123.45037163947458,DEBIT,Entertainment,8,2,0,medium
2023-08-10,utilities expense,-456.2148439552364,DEBIT,Utilities,8,3,0,large
2023-08-11,dining expense,-246.50034477933838,DEBIT,Dining,8,4,0,large
2023-08-12,transportation expense,-89.56915970800043,DEBIT,Transportation,8,5,1,medium
2023-08-13,entertainment expense,-148.19440090342596,DEBIT,Entertainment,8,6,1,medium
2023-08-14,dining expense,-104.21346560422117,DEBIT,Dining,8,0,0,medium
2023-08-15,shopping expense,-261.22396827294193,DEBIT,Shopping,8,1,0,large
2023-08-16,entertainment expense,-138.35681148276467,DEBIT,Entertainment,8,2,0,medium
2023-08-17,dining expense,-332.8143281516501,DEBIT,Dining,8,3,0,large
2023-08-18,salary from company c,5414.584076606701,CREDIT,Salary,8,4,0,very_large
2023-08-19,utilities expense,-316.08423524973887,DEBIT,Utilities,8,5,1,large
2023-08-20,entertainment expense,-53.97717830987966,DEBIT,Entertainment,8,6,1,medium
2023-08-21,transportation expense,-272.0329428464991,DEBIT,Transportation,8,0,0,large
2023-08-22,shopping expense,-281.19355659118105,DEBIT,Shopping,8,1,0,large
2023-08-23,salary from company c,3268.47221623104,CREDIT,Salary,8,2,0,very_large
2023-08-24,transportation expense,-490.5763742556219,DEBIT,Transportation,8,3,0,large
2023-08-25,transportation expense,-485.1340317119801,DEBIT,Transportation,8,4,0,large
2023-08-26,other expense,-442.9488168433563,DEBIT,Other,8,5,1,large
2023-08-27,utilities expense,-151.58331440832407,DEBIT,Utilities,8,6,1,medium
2023-08-28,purchase at walmart,-316.7828202863409,DEBIT,Groceries,8,0,0,large
2023-08-29,dining expense,-13.569148676886387,DEBIT,Dining,8,1,0,small
2023-08-30,salary from company c,2757.345997432732,CREDIT,Salary,8,2,0,very_large
2023-08-31,entertainment expense,-199.16707976410322,DEBIT,Entertainment,8,3,0,medium
2023-09-01,entertainment expense,-154.54189853333378,DEBIT,Entertainment,9,4,0,medium
2023-09-02,return from stocks,167.16017679952506,CREDIT,Investment,9,5,1,medium
2023-09-03,transportation expense,-380.70888564568804,DEBIT,Transportation,9,6,1,large
2023-09-04,shopping expense,-30.286471677228114,DEBIT,Shopping,9,0,0,small
2023-09-05,other expense,-272.24342880078416,DEBIT,Other,9,1,0,large
2023-09-06,investment in bonds,-946.0020350940318,DEBIT,Investment,9,2,0,large
2023-09-07,utilities expense,-499.2666526399571,DEBIT,Utilities,9,3,0,large
2023-09-08,entertainment expense,-489.58205348941806,DEBIT,Entertainment,9,4,0,large
2023-09-09,dining expense,-314.96072898963564,DEBIT,Dining,9,5,1,large
2023-09-10,entertainment expense,-242.02304280701506,DEBIT,Entertainment,9,6,1,large
2023-09-11,salary from company b,6404.231638089035,CREDIT,Salary,9,0,0,very_large
2023-09-12,shopping expense,-194.01093664545473,DEBIT,Shopping,9,1,0,medium
2023-09-13,salary from company c,4981.067876572772,CREDIT,Salary,9,2,0,very_large
2023-09-14,salary from company a,2729.643954638841,CREDIT,Salary,9,3,0,very_large
2023-09-15,utilities expense,-246.1336333499621,DEBIT,Utilities,9,4,0,large
2023-09-16,entertainment expense,-289.4029019950987,DEBIT,Entertainment,9,5,1,large
2023-09-17,investment in stocks,-800.4818306412144,DEBIT,Investment,9,6,1,large
2023-09-18,salary from company c,7935.532442525455,CREDIT,Salary,9,0,0,very_large
2023-09-19,dining expense,-288.4881924880704,DEBIT,Dining,9,1,0,large
2023-09-20,entertainment expense,-473.7458507215745,DEBIT,Entertainment,9,2,0,large
2023-09-21,transportation expense,-276.83900453428026,DEBIT,Transportation,9,3,0,large
2023-09-22,entertainment expense,-192.96252288963768,DEBIT,Entertainment,9,4,0,medium
2023-09-23,monthly rent payment,-414.5943726997568,DEBIT,Rent,9,5,1,large
2023-09-24,utilities expense,-453.8453349362497,DEBIT,Utilities,9,6,1,large
2023-09-25,other expense,-61.8113686613421,DEBIT,Other,9,0,0,medium
2023-09-26,monthly rent payment,-412.09551593234335,DEBIT,Rent,9,1,0,large
2023-09-27,salary from company a,2853.535989264383,CREDIT,Salary,9,2,0,very_large
2023-09-28,shopping expense,-385.41633676267037,DEBIT,Shopping,9,3,0,large
2023-09-29,purchase at trader joe,-218.77322876032528,DEBIT,Groceries,9,4,0,large
2023-09-30,purchase at kroger,-137.61691505228902,DEBIT,Groceries,9,5,1,medium
2023-10-01,dining expense,-367.6764912242688,DEBIT,Dining,10,6,1,large
2023-10-02,shopping expense,-106.3453497029711,DEBIT,Shopping,10,0,0,medium
2023-10-03,dining expense,-19.594026189765714,DEBIT,Dining,10,1,0,small
2023-10-04,salary from company a,2965.547603732983,CREDIT,Salary,10,2,0,very_large
2023-10-05,salary from company a,6370.9834368322745,CREDIT,Salary,10,3,0,very_large
2023-10-06,salary from company c,5617.288215291375,CREDIT,Salary,10,4,0,very_large
2023-10-07,entertainment expense,-437.93357884392395,DEBIT,Entertainment,10,5,1,large
2023-10-08,investment in bonds,-499.5818121663511,DEBIT,Investment,10,6,1,large
2023-10-09,monthly rent payment,-310.1880627321883,DEBIT,Rent,10,0,0,large
2023-10-10,other expense,-330.95616065436826,DEBIT,Other,10,1,0,large
2023-10-11,entertainment expense,-41.26143310974126,DEBIT,Entertainment,10,2,0,small
2023-10-12,utilities expense,-305.6311605265984,DEBIT,Utilities,10,3,0,large
2023-10-13,shopping expense,-17.75938293492749,DEBIT,Shopping,10,4,0,small
2023-10-14,monthly rent payment,-78.90940893174157,DEBIT,Rent,10,5,1,medium
2023-10-15,dining expense,-273.70998874002515,DEBIT,Dining,10,6,1,large
2023-10-16,monthly rent payment,-489.72807213477466,DEBIT,Rent,10,0,0,large
2023-10-17,purchase at kroger,-497.73778211146794,DEBIT,Groceries,10,1,0,large
2023-10-18,transportation expense,-119.93363918627882,DEBIT,Transportation,10,2,0,medium
2023-10-19,salary from company c,7768.329925493014,CREDIT,Salary,10,3,0,very_large
2023-10-20,entertainment expense,-442.5316307434798,DEBIT,Entertainment,10,4,0,large
2023-10-21,other expense,-14.018742855909425,DEBIT,Other,10,5,1,small
2023-10-22,dining expense,-234.51578251182144,DEBIT,Dining,10,6,1,large
2023-10-23,transportation expense,-332.1065860745761,DEBIT,Transportation,10,0,0,large
2023-10-24,shopping expense,-306.8443002340944,DEBIT,Shopping,10,1,0,large
2023-10-25,utilities expense,-58.184841312256616,DEBIT,Utilities,10,2,0,medium
2023-10-26,transportation expense,-180.54980802099993,DEBIT,Transportation,10,3,0,medium
2023-10-27,shopping expense,-387.95976734005006,DEBIT,Shopping,10,4,0,large
2023-10-28,entertainment expense,-317.3034885634184,DEBIT,Entertainment,10,5,1,large
2023-10-29,purchase at walmart,-257.49346346513477,DEBIT,Groceries,10,6,1,large
2023-10-30,dining expense,-124.93402550424507,DEBIT,Dining,10,0,0,medium
2023-10-31,entertainment expense,-208.67548979940597,DEBIT,Entertainment,10,1,0,large
2023-11-01,purchase at kroger,-155.4112491628967,DEBIT,Groceries,11,2,0,medium
2023-11-02,purchase at kroger,-129.91709522201,DEBIT,Groceries,11,3,0,medium
2023-11-03,utilities expense,-363.57520878976396,DEBIT,Utilities,11,4,0,large
2023-11-04,dining expense,-493.7149745374173,DEBIT,Dining,11,5,1,large
2023-11-05,purchase at walmart,-303.5987228268413,DEBIT,Groceries,11,6,1,large
2023-11-06,utilities expense,-424.020595561765,DEBIT,Utilities,11,0,0,large
2023-11-07,dining expense,-420.7695705354737,DEBIT,Dining,11,1,0,large
2023-11-08,other expense,-254.161745649956,DEBIT,Other,11,2,0,large
2023-11-09,purchase at kroger,-468.1688861710025,DEBIT,Groceries,11,3,0,large
2023-11-10,investment in mutual funds,-442.2231110229129,DEBIT,Investment,11,4,0,large
2023-11-11,dining expense,-380.6481368994723,DEBIT,Dining,11,5,1,large
2023-11-12,utilities expense,-388.1167288326673,DEBIT,Utilities,11,6,1,large
2023-11-13,monthly rent payment,-304.5915906754505,DEBIT,Rent,11,0,0,large
2023-11-14,monthly rent payment,-302.7956587909251,DEBIT,Rent,11,1,0,large
2023-11-15,purchase at kroger,-341.8103661169653,DEBIT,Groceries,11,2,0,large
2023-11-16,monthly rent payment,-222.13668435669712,DEBIT,Rent,11,3,0,large
2023-11-17,monthly rent payment,-432.3921291460479,DEBIT,Rent,11,4,0,large
2023-11-18,other expense,-311.5301751563517,DEBIT,Other,11,5,1,large
2023-11-19,dining expense,-182.1195968483091,DEBIT,Dining,11,6,1,medium
2023-11-20,utilities expense,-63.17823080619017,DEBIT,Utilities,11,0,0,medium
2023-11-21,monthly rent payment,-314.50902104813,DEBIT,Rent,11,1,0,large
2023-11-22,salary from company c,6537.677643633711,CREDIT,Salary,11,2,0,very_large
2023-11-23,monthly rent payment,-346.29388808831436,DEBIT,Rent,11,3,0,large
2023-11-24,transportation expense,-470.96984351408327,DEBIT,Transportation,11,4,0,large
2023-11-25,entertainment expense,-26.963448628150264,DEBIT,Entertainment,11,5,1,small
2023-11-26,shopping expense,-309.30455297742856,DEBIT,Shopping,11,6,1,large
2023-11-27,salary from company b,4064.077644862035,CREDIT,Salary,11,0,0,very_large
2023-11-28,shopping expense,-312.9710475924351,DEBIT,Shopping,11,1,0,large
2023-11-29,transportation expense,-297.12342067345946,DEBIT,Transportation,11,2,0,large
2023-11-30,utilities expense,-157.27860528280482,DEBIT,Utilities,11,3,0,medium
2023-12-01,utilities expense,-23.701145837041338,DEBIT,Utilities,12,4,0,small
2023-12-02,return from stocks,996.7145937890524,CREDIT,Investment,12,5,1,large
2023-12-03,shopping expense,-398.56140271336784,DEBIT,Shopping,12,6,1,large
2023-12-04,entertainment expense,-314.0894530739544,DEBIT,Entertainment,12,0,0,large
2023-12-05,monthly rent payment,-167.72224143208507,DEBIT,Rent,12,1,0,medium
2023-12-06,monthly rent payment,-141.49768391784949,DEBIT,Rent,12,2,0,medium
2023-12-07,transportation expense,-270.1837379481332,DEBIT,Transportation,12,3,0,large
2023-12-08,purchase at trader joe,-40.72586587823115,DEBIT,Groceries,12,4,0,small
2023-12-09,entertainment expense,-492.2865943254831,DEBIT,Entertainment,12,5,1,large
2023-12-10,utilities expense,-350.12381853392105,DEBIT,Utilities,12,6,1,large
2023-12-11,salary from company a,5057.9051472750625,CREDIT,Salary,12,0,0,very_large
2023-12-12,entertainment expense,-200.64448159578183,DEBIT,Entertainment,12,1,0,large
2023-12-13,monthly rent payment,-321.7429556434499,DEBIT,Rent,12,2,0,large
2023-12-14,investment in mutual funds,-731.2994496335971,DEBIT,Investment,12,3,0,large
2023-12-15,salary from company a,3040.1662698315995,CREDIT,Salary,12,4,0,very_large
2023-12-16,other expense,-348.8362562556216,DEBIT,Other,12,5,1,large
2023-12-17,monthly rent payment,-296.4788722439692,DEBIT,Rent,12,6,1,large
2023-12-18,dining expense,-312.8043722164524,DEBIT,Dining,12,0,0,large
2023-12-19,entertainment expense,-335.51228401935543,DEBIT,Entertainment,12,1,0,large
2023-12-20,other expense,-250.22818668731878,DEBIT,Other,12,2,0,large
2023-12-21,utilities expense,-450.73406766248894,DEBIT,Utilities,12,3,0,large
2023-12-22,shopping expense,-221.62556905323365,DEBIT,Shopping,12,4,0,large
2023-12-23,investment in mutual funds,-942.8451506749758,DEBIT,Investment,12,5,1,large
2023-12-24,transportation expense,-243.3825429465066,DEBIT,Transportation,12,6,1,large
2023-12-25,purchase at whole foods,-335.41339736020205,DEBIT,Groceries,12,0,0,large
2023-12-26,transportation expense,-276.4557013424651,DEBIT,Transportation,12,1,0,large
2023-12-27,shopping expense,-436.2142042166897,DEBIT,Shopping,12,2,0,large
2023-12-28,dining expense,-144.84028113888755,DEBIT,Dining,12,3,0,medium
2023-12-29,investment in stocks,-257.48530304833497,DEBIT,Investment,12,4,0,large
2023-12-30,investment in mutual funds,-860.6693192433555,DEBIT,Investment,12,5,1,large
2023-12-31,transportation expense,-189.39955475291774,DEBIT,Transportation,12,6,1,medium
2023-01-01,salary from company a,2337.4575107649716,CREDIT,Salary,1,6,1,very_large
2023-01-02,monthly rent payment,-146.83101680654164,DEBIT,Rent,1,0,0,medium
2023-01-03,transportation expense,-423.2459144472887,DEBIT,Transportation,1,1,0,large
2023-01-04,dining expense,-145.25093779267786,DEBIT,Dining,1,2,0,medium
2023-01-05,salary from company c,5702.595277014865,CREDIT,Salary,1,3,0,very_large
2023-01-06,salary from company c,7215.175313640449,CREDIT,Salary,1,4,0,very_large
2023-01-07,utilities expense,-116.1741905378175,DEBIT,Utilities,1,5,1,medium
2023-01-08,dining expense,-79.68026702266883,DEBIT,Dining,1,6,1,medium
2023-01-09,entertainment expense,-99.68470393483672,DEBIT,Entertainment,1,0,0,medium
2023-01-10,other expense,-161.7957737436159,DEBIT,Other,1,1,0,medium
2023-01-11,other expense,-49.359392379408334,DEBIT,Other,1,2,0,small
2023-01-12,return from mutual funds,190.74076919822974,CREDIT,Investment,1,3,0,medium
2023-01-13,other expense,-361.47632332066695,DEBIT,Other,1,4,0,large
2023-01-14,other expense,-70.8464917429121,DEBIT,Other,1,5,1,medium
2023-01-15,dining expense,-199.1571583604192,DEBIT,Dining,1,6,1,medium
2023-01-16,salary from company c,4054.1826689125282,CREDIT,Salary,1,0,0,very_large
2023-01-17,transportation expense,-108.4914402869185,DEBIT,Transportation,1,1,0,medium
2023-01-18,transportation expense,-139.30187654949998,DEBIT,Transportation,1,2,0,medium
2023-01-19,salary from company a,6802.703182539032,CREDIT,Salary,1,3,0,very_large
2023-01-20,entertainment expense,-396.05705507888257,DEBIT,Entertainment,1,4,0,large
2023-01-21,utilities expense,-374.468727182067,DEBIT,Utilities,1,5,1,large
2023-01-22,other expense,-163.86987721736082,DEBIT,Other,1,6,1,medium
2023-01-23,salary from company c,5661.515895303095,CREDIT,Salary,1,0,0,very_large
2023-01-24,transportation expense,-369.6486241645267,DEBIT,Transportation,1,1,0,large
2023-01-25,salary from company c,6833.80952905191,CREDIT,Salary,1,2,0,very_large
2023-01-26,shopping expense,-328.1325787752714,DEBIT,Shopping,1,3,0,large
2023-01-27,shopping expense,-449.4861444081609,DEBIT,Shopping,1,4,0,large
2023-01-28,dining expense,-201.13669263260928,DEBIT,Dining,1,5,1,large
2023-01-29,entertainment expense,-417.9179660055721,DEBIT,Entertainment,1,6,1,large
2023-01-30,transportation expense,-195.60086494945307,DEBIT,Transportation,1,0,0,medium
2023-01-31,purchase at whole foods,-435.60519997691324,DEBIT,Groceries,1,1,0,large
2023-02-01,other expense,-451.4326459789172,DEBIT,Other,2,2,0,large
2023-02-02,dining expense,-272.07559578876163,DEBIT,Dining,2,3,0,large
2023-02-03,monthly rent payment,-361.3082217343888,DEBIT,Rent,2,4,0,large
2023-02-04,entertainment expense,-328.897090177568,DEBIT,Entertainment,2,5,1,large
2023-02-05,salary from company b,6722.548359649524,CREDIT,Salary,2,6,1,very_large
2023-02-06,transportation expense,-437.20893217209715,DEBIT,Transportation,2,0,0,large
2023-02-07,shopping expense,-49.65148873608741,DEBIT,Shopping,2,1,0,small
2023-02-08,purchase at kroger,-386.12942226362713,DEBIT,Groceries,2,2,0,large
2023-02-09,monthly rent payment,-259.1188527907324,DEBIT,Rent,2,3,0,large
2023-02-10,utilities expense,-120.39575072833306,DEBIT,Utilities,2,4,0,medium
2023-02-11,purchase at walmart,-233.70465636651124,DEBIT,Groceries,2,5,1,large
2023-02-12,utilities expense,-126.39263220053978,DEBIT,Utilities,2,6,1,medium
2023-02-13,other expense,-469.51233397143716,DEBIT,Other,2,0,0,large
2023-02-14,shopping expense,-184.9190903406686,DEBIT,Shopping,2,1,0,medium
2023-02-15,transportation expense,-309.14997760578433,DEBIT,Transportation,2,2,0,large
2023-02-16,other expense,-62.5805368179395,DEBIT,Other,2,3,0,medium
2023-02-17,utilities expense,-29.416620747638806,DEBIT,Utilities,2,4,0,small
2023-02-18,monthly rent payment,-319.9721518033999,DEBIT,Rent,2,5,1,large
2023-02-19,return from bonds,845.0504658713015,CREDIT,Investment,2,6,1,large
2023-02-20,investment in stocks,-316.5644016419036,DEBIT,Investment,2,0,0,large
2023-02-21,monthly rent payment,-115.27951700510877,DEBIT,Rent,2,1,0,medium
2023-02-22,other expense,-93.0531184111528,DEBIT,Other,2,2,0,medium
2023-02-23,entertainment expense,-293.0568093003774,DEBIT,Entertainment,2,3,0,large
2023-02-24,purchase at trader joe,-366.0058655744517,DEBIT,Groceries,2,4,0,large
2023-02-25,monthly rent payment,-287.1395005766679,DEBIT,Rent,2,5,1,large
2023-02-26,investment in mutual funds,-769.8895821356945,DEBIT,Investment,2,6,1,large
2023-02-27,salary from company a,6917.506249134167,CREDIT,Salary,2,0,0,very_large
2023-02-28,transportation expense,-158.81241829907773,DEBIT,Transportation,2,1,0,medium
